From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P23588	P23588	reviewed	IF4B_HUMAN	Eukaryotic translation initiation factor 4B (eIF-4B)	EIF4B	Homo sapiens (Human)	611
Q9BZI7	Q9BZI7	reviewed	REN3B_HUMAN	Regulator of nonsense transcripts 3B (Nonsense mRNA reducing factor 3B) (Up-frameshift suppressor 3 homolog B) (hUpf3B) (Up-frameshift suppressor 3 homolog on chromosome X) (hUpf3p-X)	UPF3B RENT3B UPF3X	Homo sapiens (Human)	483
P60900	P60900	reviewed	PSA6_HUMAN	Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)	PSMA6 PROS27	Homo sapiens (Human)	246
Q9UKY7	Q9UKY7	reviewed	CDV3_HUMAN	Protein CDV3 homolog	CDV3 H41	Homo sapiens (Human)	258
Q8N5S9	Q8N5S9	reviewed	KKCC1_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)	CAMKK1 CAMKKA	Homo sapiens (Human)	505
P61006	P61006	reviewed	RAB8A_HUMAN	Ras-related protein Rab-8A (EC 3.6.5.2) (Oncogene c-mel)	RAB8A MEL RAB8	Homo sapiens (Human)	207
Q8IWE2	Q8IWE2	reviewed	NXP20_HUMAN	Protein NOXP20 (Nervous system overexpressed protein 20) (Protein FAM114A1)	FAM114A1 NOXP20	Homo sapiens (Human)	563
Q9C0B0	Q9C0B0	reviewed	UNK_HUMAN	RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)	UNK KIAA1753 ZC3H5 ZC3HDC5	Homo sapiens (Human)	810
P46019	P46019	reviewed	KPB2_HUMAN	Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)	PHKA2 PHKLA PYK	Homo sapiens (Human)	1235
P62910	P62910	reviewed	RL32_HUMAN	Large ribosomal subunit protein eL32 (60S ribosomal protein L32)	RPL32 PP9932	Homo sapiens (Human)	135
Q3ZCW2	Q3ZCW2	reviewed	LEGL_HUMAN	Galectin-related protein (Galectin-like protein) (Lectin galactoside-binding-like protein)	LGALSL GRP HSPC159	Homo sapiens (Human)	172
P07814	P07814	reviewed	SYEP_HUMAN	Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)]	EPRS1 EPRS GLNS PARS QARS QPRS PIG32	Homo sapiens (Human)	1512
Q9C0E2	Q9C0E2	reviewed	XPO4_HUMAN	Exportin-4 (Exp4)	XPO4 KIAA1721	Homo sapiens (Human)	1151
Q92882	Q92882	reviewed	OSTF1_HUMAN	Osteoclast-stimulating factor 1	OSTF1	Homo sapiens (Human)	214
Q16539	Q16539	reviewed	MK14_HUMAN	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A	Homo sapiens (Human)	360
P31939	P31939	reviewed	PUR9_HUMAN	Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)]	ATIC PURH OK/SW-cl.86	Homo sapiens (Human)	592
Q9P253	Q9P253	reviewed	VPS18_HUMAN	Vacuolar protein sorting-associated protein 18 homolog (hVPS18)	VPS18 KIAA1475	Homo sapiens (Human)	973
Q9Y5P4	Q9Y5P4	reviewed	CERT_HUMAN	Ceramide transfer protein (hCERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11)	CERT1 CERT COL4A3BP STARD11	Homo sapiens (Human)	624
P19883	P19883	reviewed	FST_HUMAN	Follistatin (FS) (Activin-binding protein)	FST	Homo sapiens (Human)	344
A0FGR8	A0FGR8	reviewed	ESYT2_HUMAN	Extended synaptotagmin-2 (E-Syt2) (Chr2Syt)	ESYT2 FAM62B KIAA1228	Homo sapiens (Human)	921
P20226	P20226	reviewed	TBP_HUMAN	TATA-box-binding protein (TATA sequence-binding protein) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit)	TBP GTF2D1 TF2D TFIID	Homo sapiens (Human)	339
P31689	P31689	reviewed	DNJA1_HUMAN	DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2)	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4	Homo sapiens (Human)	397
O60502	O60502	reviewed	OGA_HUMAN	Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylglucosaminidase) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase) (Nuclear cytoplasmic O-GlcNAcase and acetyltransferase) (NCOAT)	OGA HEXC KIAA0679 MEA5 MGEA5	Homo sapiens (Human)	916
P50402	P50402	reviewed	EMD_HUMAN	Emerin	EMD EDMD STA	Homo sapiens (Human)	254
Q10589	Q10589	reviewed	BST2_HUMAN	Bone marrow stromal antigen 2 (BST-2) (HM1.24 antigen) (Tetherin) (CD antigen CD317)	BST2	Homo sapiens (Human)	180
Q9Y259	Q9Y259	reviewed	CHKB_HUMAN	Choline/ethanolamine kinase (Choline kinase beta) (CK) (CKB) (EC 2.7.1.32) (Choline kinase-like protein) (Ethanolamine kinase) (EK) (EC 2.7.1.82) (Ethanolamine kinase beta) (EKB) (choline/ethanolamine kinase beta) (CKEKB)	CHKB CHETK CHKL	Homo sapiens (Human)	395
Q6GMV3	Q6GMV3	reviewed	PTRD1_HUMAN	Putative peptidyl-tRNA hydrolase PTRHD1 (EC 3.1.1.29) (Peptidyl-tRNA hydrolase domain-containing protein 1)	PTRHD1 C2orf79	Homo sapiens (Human)	140
P45974	P45974	reviewed	UBP5_HUMAN	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	USP5 ISOT	Homo sapiens (Human)	858
O60437	O60437	reviewed	PEPL_HUMAN	Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein)	PPL KIAA0568	Homo sapiens (Human)	1756
P18077	P18077	reviewed	RL35A_HUMAN	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a) (Cell growth-inhibiting gene 33 protein)	RPL35A GIG33	Homo sapiens (Human)	110
Q9NTX5	Q9NTX5	reviewed	ECHD1_HUMAN	Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD)	ECHDC1	Homo sapiens (Human)	307
Q9UFN0	Q9UFN0	reviewed	NPS3A_HUMAN	Protein NipSnap homolog 3A (NipSnap3A) (Protein NipSnap homolog 4) (NipSnap4) (Target for Salmonella secreted protein C) (TassC)	NIPSNAP3A NIPSNAP4 HSPC299	Homo sapiens (Human)	247
P20839	P20839	reviewed	IMDH1_HUMAN	Inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205) (IMPDH-I)	IMPDH1 IMPD1	Homo sapiens (Human)	514
O14744	O14744	reviewed	ANM5_HUMAN	Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	Homo sapiens (Human)	637
P63220	P63220	reviewed	RS21_HUMAN	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	RPS21	Homo sapiens (Human)	83
O75165	O75165	reviewed	DJC13_HUMAN	DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8) (RME-8)	DNAJC13 KIAA0678 RME8	Homo sapiens (Human)	2243
O95104	O95104	reviewed	SCAF4_HUMAN	SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)	SCAF4 KIAA1172 SFRS15	Homo sapiens (Human)	1147
Q15637	Q15637	reviewed	SF01_HUMAN	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	SF1 ZFM1 ZNF162	Homo sapiens (Human)	639
Q9NVX7	Q9NVX7	reviewed	KBTB4_HUMAN	Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)	KBTBD4 BKLHD4	Homo sapiens (Human)	518
Q15276	Q15276	reviewed	RABE1_HUMAN	Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17)	RABEP1 RAB5EP RABPT5 RABPT5A	Homo sapiens (Human)	862
Q96EX1	Q96EX1	reviewed	SIM12_HUMAN	Small integral membrane protein 12	SMIM12 C1orf212	Homo sapiens (Human)	92
P84095	P84095	reviewed	RHOG_HUMAN	Rho-related GTP-binding protein RhoG	RHOG ARHG	Homo sapiens (Human)	191
Q68EN5	Q68EN5	reviewed	MACA1_HUMAN	Microtubule-associated tyrosine carboxypeptidase 1 (EC 3.4.17.17) (Microtubule-associated tyrosine carboxypeptidase)	MATCAP1 KIAA0895L MATCAP	Homo sapiens (Human)	471
Q9NRD5	Q9NRD5	reviewed	PICK1_HUMAN	PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein)	PICK1 PRKCABP	Homo sapiens (Human)	415
P14207	P14207	reviewed	FOLR2_HUMAN	Folate receptor beta (FR-beta) (Folate receptor 2) (Folate receptor, fetal/placental) (Placental folate-binding protein) (FBP)	FOLR2	Homo sapiens (Human)	255
Q9Y343	Q9Y343	reviewed	SNX24_HUMAN	Sorting nexin-24	SNX24 SBBI31 UNQ654/PRO1284	Homo sapiens (Human)	169
P46977	P46977	reviewed	STT3A_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC)	STT3A ITM1 TMC	Homo sapiens (Human)	705
Q9Y6R4	Q9Y6R4	reviewed	M3K4_HUMAN	Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAP three kinase 1) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4)	MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1	Homo sapiens (Human)	1608
Q6NUK1	Q6NUK1	reviewed	SCMC1_HUMAN	Mitochondrial adenyl nucleotide antiporter SLC25A24 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Short calcium-binding mitochondrial carrier protein 1) (SCaMC-1) (Solute carrier family 25 member 24)	SLC25A24 APC1 MCSC1 SCAMC1	Homo sapiens (Human)	477
Q92890	Q92890	reviewed	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307
P29120	P29120	reviewed	NEC1_HUMAN	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)	PCSK1 NEC1	Homo sapiens (Human)	753
Q99471	Q99471	reviewed	PFD5_HUMAN	Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1)	PFDN5 MM1 PFD5	Homo sapiens (Human)	154
Q9Y3C6	Q9Y3C6	reviewed	PPIL1_HUMAN	Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase PPIL1)	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984	Homo sapiens (Human)	166
P11215	P11215	reviewed	ITAM_HUMAN	Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b)	ITGAM CD11B CR3A	Homo sapiens (Human)	1152
P56192	P56192	reviewed	SYMC_HUMAN	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	MARS1 MARS	Homo sapiens (Human)	900
Q8N668	Q8N668	reviewed	COMD1_HUMAN	COMM domain-containing protein 1 (Protein Murr1)	COMMD1 C2orf5 MURR1	Homo sapiens (Human)	190
Q13155	Q13155	reviewed	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	AIMP2 JTV1 PRO0992	Homo sapiens (Human)	320
Q15424	Q15424	reviewed	SAFB1_HUMAN	Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)	SAFB HAP HET SAFB1	Homo sapiens (Human)	915
P61981	P61981	reviewed	1433G_HUMAN	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	YWHAG	Homo sapiens (Human)	247
O60318	O60318	reviewed	GANP_HUMAN	Germinal-center associated nuclear protein (GANP) (EC 2.3.1.48) (80 kDa MCM3-associated protein) (MCM3 acetylating protein) (MCM3AP) (EC 2.3.1.-) (MCM3 acetyltransferase)	MCM3AP GANP KIAA0572 MAP80	Homo sapiens (Human)	1980
P46734	P46734	reviewed	MP2K3_HUMAN	Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3) (Stress-activated protein kinase kinase 2) (SAPK kinase 2) (SAPKK-2) (SAPKK2)	MAP2K3 MEK3 MKK3 PRKMK3 SKK2	Homo sapiens (Human)	347
Q6NUK4	Q6NUK4	reviewed	REEP3_HUMAN	Receptor expression-enhancing protein 3	REEP3 C10orf74	Homo sapiens (Human)	255
Q96GY0	Q96GY0	reviewed	ZC21A_HUMAN	Zinc finger C2HC domain-containing protein 1A	ZC2HC1A C8orf70 FAM164A CGI-62	Homo sapiens (Human)	325
P48147	P48147	reviewed	PPCE_HUMAN	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)	PREP PEP	Homo sapiens (Human)	710
Q9BQ48	Q9BQ48	reviewed	RM34_HUMAN	Large ribosomal subunit protein bL34m (39S ribosomal protein L34, mitochondrial) (L34mt) (MRP-L34)	MRPL34	Homo sapiens (Human)	92
P55265	P55265	reviewed	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP)	ADAR ADAR1 DSRAD G1P1 IFI4	Homo sapiens (Human)	1226
Q9UPN3	Q9UPN3	reviewed	MACF1_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)	MACF1 ABP620 ACF7 KIAA0465 KIAA0754 KIAA1251	Homo sapiens (Human)	7388
Q92598	Q92598	reviewed	HS105_HUMAN	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein)	HSPH1 HSP105 HSP110 KIAA0201	Homo sapiens (Human)	858
Q8TBA6	Q8TBA6	reviewed	GOGA5_HUMAN	Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein)	GOLGA5 RETII RFG5 PIG31	Homo sapiens (Human)	731
Q8IYB3	Q8IYB3	reviewed	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein)	SRRM1 SRM160	Homo sapiens (Human)	904
Q9Y2W1	Q9Y2W1	reviewed	TR150_HUMAN	Thyroid hormone receptor-associated protein 3 (BCLAF1 and THRAP3 family member 2) (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150)	THRAP3 BCLAF2 TRAP150	Homo sapiens (Human)	955
O75083	O75083	reviewed	WDR1_HUMAN	WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1)	WDR1	Homo sapiens (Human)	606
Q9Y266	Q9Y266	reviewed	NUDC_HUMAN	Nuclear migration protein nudC (Nuclear distribution protein C homolog)	NUDC	Homo sapiens (Human)	331
P27695	P27695	reviewed	APEX1_HUMAN	DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.11.2) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) endonuclease, mitochondrial]	APEX1 APE APE1 APEX APX HAP1 REF1	Homo sapiens (Human)	318
Q05048	Q05048	reviewed	CSTF1_HUMAN	Cleavage stimulation factor subunit 1 (CF-1 50 kDa subunit) (Cleavage stimulation factor 50 kDa subunit) (CSTF 50 kDa subunit) (CstF-50)	CSTF1	Homo sapiens (Human)	431
P51178	P51178	reviewed	PLCD1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-III) (PLC-III) (Phospholipase C-delta-1) (PLC-delta-1)	PLCD1	Homo sapiens (Human)	756
P61088	P61088	reviewed	UBE2N_HUMAN	Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	UBE2N BLU	Homo sapiens (Human)	152
P30260	P30260	reviewed	CDC27_HUMAN	Cell division cycle protein 27 homolog (Anaphase-promoting complex subunit 3) (APC3) (CDC27 homolog) (CDC27Hs) (H-NUC)	CDC27 ANAPC3 D0S1430E D17S978E	Homo sapiens (Human)	824
Q8NC44	Q8NC44	reviewed	RETR2_HUMAN	Reticulophagy regulator 2	RETREG2 C2orf17 FAM134A MAG2	Homo sapiens (Human)	543
O00764	O00764	reviewed	PDXK_HUMAN	Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)	PDXK C21orf124 C21orf97 PKH PNK PRED79	Homo sapiens (Human)	312
Q712K3	Q712K3	reviewed	UB2R2_HUMAN	Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2)	UBE2R2 CDC34B UBC3B	Homo sapiens (Human)	238
P54851	P54851	reviewed	EMP2_HUMAN	Epithelial membrane protein 2 (EMP-2) (Protein XMP)	EMP2 XMP	Homo sapiens (Human)	167
P17275	P17275	reviewed	JUNB_HUMAN	Transcription factor JunB (Transcription factor AP-1 subunit JunB)	JUNB	Homo sapiens (Human)	347
P62277	P62277	reviewed	RS13_HUMAN	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	RPS13	Homo sapiens (Human)	151
Q9H9P8	Q9H9P8	reviewed	L2HDH_HUMAN	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2) (Duranin)	L2HGDH C14orf160	Homo sapiens (Human)	463
Q06830	Q06830	reviewed	PRDX1_HUMAN	Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)	PRDX1 PAGA PAGB TDPX2	Homo sapiens (Human)	199
Q96BR5	Q96BR5	reviewed	COA7_HUMAN	Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1)	COA7 C1orf163 RESA1 SELRC1	Homo sapiens (Human)	231
Q9H0X4	Q9H0X4	reviewed	F234A_HUMAN	Protein FAM234A (Protein ITFG3)	FAM234A C16orf9 ITFG3	Homo sapiens (Human)	552
Q96H20	Q96H20	reviewed	SNF8_HUMAN	Vacuolar-sorting protein SNF8 (ELL-associated protein of 30 kDa) (ESCRT-II complex subunit VPS22) (hVps22)	SNF8 EAP30	Homo sapiens (Human)	258
Q12800	Q12800	reviewed	TFCP2_HUMAN	Alpha-globin transcription factor CP2 (SAA3 enhancer factor) (Transcription factor LSF)	TFCP2 LSF SEF	Homo sapiens (Human)	502
Q9BUK6	Q9BUK6	reviewed	MSTO1_HUMAN	Protein misato homolog 1	MSTO1 LST005 SLTP005	Homo sapiens (Human)	570
P06737	P06737	reviewed	PYGL_HUMAN	Glycogen phosphorylase, liver form (EC 2.4.1.1)	PYGL	Homo sapiens (Human)	847
Q16798	Q16798	reviewed	MAON_HUMAN	NADP-dependent malic enzyme, mitochondrial (NADP-ME) (EC 1.1.1.40) (Malic enzyme 3)	ME3	Homo sapiens (Human)	604
P62280	P62280	reviewed	RS11_HUMAN	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)	RPS11	Homo sapiens (Human)	158
P13861	P13861	reviewed	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A PKR2 PRKAR2	Homo sapiens (Human)	404
Q86X29	Q86X29	reviewed	LSR_HUMAN	Lipolysis-stimulated lipoprotein receptor (Angulin-1)	LSR ILDR3 LISCH	Homo sapiens (Human)	649
P18887	P18887	reviewed	XRCC1_HUMAN	DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	XRCC1	Homo sapiens (Human)	633
P61247	P61247	reviewed	RS3A_HUMAN	Small ribosomal subunit protein eS1 (40S ribosomal protein S3a) (v-fos transformation effector protein) (Fte-1)	RPS3A FTE1 MFTL	Homo sapiens (Human)	264
Q8WXI9	Q8WXI9	reviewed	P66B_HUMAN	Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)	GATAD2B KIAA1150	Homo sapiens (Human)	593
Q9ULR3	Q9ULR3	reviewed	PPM1H_HUMAN	Protein phosphatase 1H (EC 3.1.3.16)	PPM1H ARHCL1 KIAA1157 URCC2	Homo sapiens (Human)	514
P19835	P19835	reviewed	CEL_HUMAN	Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (EC 3.1.1.6) (Bile salt-stimulated lipase) (BSSL) (Bucelipase) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase)	CEL BAL	Homo sapiens (Human)	753
O60662	O60662	reviewed	KLH41_HUMAN	Kelch-like protein 41 (Kel-like protein 23) (Kelch repeat and BTB domain-containing protein 10) (Kelch-related protein 1) (Sarcosin)	KLHL41 KBTBD10 KRP1	Homo sapiens (Human)	606
P21695	P21695	reviewed	GPDA_HUMAN	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)	GPD1	Homo sapiens (Human)	349
Q9UMZ2	Q9UMZ2	reviewed	SYNRG_HUMAN	Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)	SYNRG AP1GBP1 SYNG	Homo sapiens (Human)	1314
Q86X83	Q86X83	reviewed	COMD2_HUMAN	COMM domain-containing protein 2	COMMD2 HSPC042 My004	Homo sapiens (Human)	199
Q13363	Q13363	reviewed	CTBP1_HUMAN	C-terminal-binding protein 1 (CtBP1) (EC 1.1.1.-)	CTBP1 CTBP	Homo sapiens (Human)	440
Q14353	Q14353	reviewed	GAMT_HUMAN	Guanidinoacetate N-methyltransferase (EC 2.1.1.2)	GAMT	Homo sapiens (Human)	236
Q5W0V3	Q5W0V3	reviewed	FHI2A_HUMAN	FHF complex subunit HOOK interacting protein 2A (FHIP2A)	FHIP2A FAM160B1 KIAA1600	Homo sapiens (Human)	765
Q9BS26	Q9BS26	reviewed	ERP44_HUMAN	Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)	ERP44 KIAA0573 TXNDC4 UNQ532/PRO1075	Homo sapiens (Human)	406
P62314	P62314	reviewed	SMD1_HUMAN	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)	SNRPD1	Homo sapiens (Human)	119
P35754	P35754	reviewed	GLRX1_HUMAN	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	GLRX GRX	Homo sapiens (Human)	106
Q4KMP7	Q4KMP7	reviewed	TB10B_HUMAN	TBC1 domain family member 10B (Rab27A-GAP-beta)	TBC1D10B FP2461	Homo sapiens (Human)	808
Q9NVS2	Q9NVS2	reviewed	RT18A_HUMAN	Large ribosomal subunit protein mL66 (39S ribosomal protein S18-3, mitochondrial) (MRP-S18-3) (39S ribosomal protein S18a, mitochondrial) (MRP-S18-a) (Mrps18a) (S18mt-a) (Large ribosomal subunit protein bS18a)	MRPS18A	Homo sapiens (Human)	196
P11226	P11226	reviewed	MBL2_HUMAN	Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)	MBL2 COLEC1 MBL	Homo sapiens (Human)	248
Q92541	Q92541	reviewed	RTF1_HUMAN	RNA polymerase-associated protein RTF1 homolog	RTF1 KIAA0252	Homo sapiens (Human)	710
O14733	O14733	reviewed	MP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419
